Arcd ,Prvn,Pftn,Cont,Pst,Pstcd,Pstrm,Name,Term,Offcd,Gender,Eth,Bthp,Bthd,Jnpdt ,,,
区域代码,省级名称,地市级名称,县级名称,职位,职位代码,职位备注,官员姓名,任期期间,官员代码,性别,民族,籍贯,出生日期,入党时间,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县长,20,代,王勇志,2010.01-2010.03,4938,男,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县长,20,苗族,王勇志,2010.03-2012.10,4938,男,苗族,,1963.02,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县长,20,代,肖俊,2012.10-2013.01,6290,男,,贵州岑巩,1966.01,1994.11,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县长,20,土家族,肖俊,2013.01-2015.09,6290,男,汉族,贵州岑巩,1966.01,1994.11,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县长,20,苗族,肖金城,2015.09-至今,15649,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,房建平,1949.11-,1061,男,,山东省长清县,1910,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,孙紫芳,1950.03-1950.04,5644,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,刘凤亭,1950.11-1952.10,3141,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,张绪卿,1952.10-1953.10,17327,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,龙德义,1953.10-1956.02,3522,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,代,赵林增,1956.03-1956.05,7928,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,赵林增,1956.05-1960.12,7928,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,龙德义,1960.12-1966.05,3522,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,马传远,1966.05-1967.04,12855,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,陈栋梁,1968.03-1970.10,303,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,施正明,1970.10-1972.02,4381,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,李世恩,1972.03-1977.10,11516,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,苑庆鹏,1977.10-1981.02,7140,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,侗族,宋太慰,1981.02-1987.06,13930,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,侗族,石连昌,1987.06-1990.04,13794,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,苗族,曾信录,1990.04-1992.12,8406,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,苗族,刘晓凯,1992.12-1996.01,3388,男,,贵州台江,1962.03,1985.04,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,杨清源,1996.08-2002.01,16279,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,张镇,2002.01-2006.04,7800,,,,,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,,潘亮,2006.07-2010.03,4048,男,苗族,,1962.03,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,苗族,江朝伦,2010.08-2012.09,1985,男,苗族,,1963.07,,,,
522629,贵州省,黔东南苗族侗族自治州,剑河县,县委书记,19,苗族,王勇志,2012.09-至今,4938,男,苗族,,1963.02,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县长,20,,王子奎,1949.12-1951.,15167,,,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县长,20,,王兴德,1958.-1993.,4872,,,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县长,20,,潘亮,1998.02-2006.07,4048,男,苗族,,1962.03,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县长,20,,杨昌彪,2006.10-2011.09,16141,男,苗族,,1962.1,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县长,20,,成兵,2011.11-至今,8893,男,汉族,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县委书记,19,,杨恒昌,,6723,,,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县委书记,19,,傅秀峰,1949.12-,9593,,,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县委书记,19,,龙昌海,1999.06-2000.07,12537,,,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县委书记,19,,杨静,2002.09-2006.10,16236,,,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县委书记,19,,杨德涛,2006.10-2011.10,6687,,,,,,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县委书记,19,,戚咏梅,2011.10-2015.08,13397,女,汉族,江苏盐城,1967.02,1993.12,,,
522630,贵州省,黔东南苗族侗族自治州,台江县,县委书记,19,,吴世胜,2015.09-至今,6125,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,宋茂玉,1950.02-1950.03,4478,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,蔡振宁,1950.12-1951.02,154,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,宋茂玉,1951.02-1951.03,4478,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,张和轩,1951.03-1952.11,16980,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,张庆云,1952.11-1955.03,7551,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,冯兴谟,1955.04-1956.07,9525,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,李如璧,1956.08-1958.03,11486,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,张庆云,1958.04-1958.12,7551,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,吴邦建,1958.12-1966.,6058,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,革委会主任,朱阳隆,1968.03-1975.11,5398,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,革委会主任,陈学勇,1975.11-1978.10,566,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,革委会主任,杨遵堂,1978.10-1981.04,16428,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,吴仁发,1981.05-1983.09,15421,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,吴才运,1983.09-1986.10,15319,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,代,杨胜勇,1999.06-2000.,6807,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,苗族,杨胜勇,2000.-2001.11,6807,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,闵启华,2004.03-2008.01,3937,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,代,王崇松,2008.01-2008.02,5881,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,,王崇松,2008.02-2010.07,5881,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,代,唐浩,2010.07-2011.02,5712,男,汉族,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,苗族,唐浩,2011.02-2015.08,5712,男,汉族,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县长,20,苗族,肖凯旋,2015.08-至今,15651,男,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,宋茂玉,1950.02-1950.03,4478,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,蔡振宁,1950.12-1951.02,154,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,宋茂玉,1951.02-1954.06,4478,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,李灵石,1952.02-1953.08,11426,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,张庆云,1956.05-1958.12,7551,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,第一书记,龙德义,1957.02-1958.12,3522,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,第一书记,朱学周,1958.12-1959.09,18133,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,第一书记,田峰,1959.10-1963.,14346,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,单志远,1963.-1966.09,9070,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,吴邦建,1966.10-1967.04,6058,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,朱阳隆,1971.-1975.11,5398,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,第一书记,陈学勇,1977.12-1984.12,566,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,杨超,1984.12-1986.10,6668,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,张美圣,1997.12-2000.02,7509,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,侗族,张美圣,1997.12-2000.02,7509,,侗族,,1963.1,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,莫章海,2000.02-2001.05,3954,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,莫章海,2000.02-2001.05,3954,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,苗族,杨胜勇,2001.12-2007.12,6807,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,闵启华,-2011.04,3937,,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,侗族,杨俊,2011.05-2014.08,6768,男,,,,,,,
522631,贵州省,黔东南苗族侗族自治州,黎平县,县委书记,19,,王茂才,2014.08-至今,4639,男,汉族,贵州习水县,1965.09,1994.02,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县长,20,,汤向前,,5701,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县长,20,,刘立中,1950.02-,12235,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县长,20,苗族,罗亮权,1993.02-1996.09,3657,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县长,20,,姜永能,2000.07-2006.11,10836,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县长,20,布依族,肖克,2006.11-2012.06,15652,,布依族,,1960,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县长,20,代,李昌钦,2012.06-2012.11,2256,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县长,20,侗族,李昌钦,2012.11-至今,2256,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县委书记,19,,黄克武,1950.02-,1782,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县委书记,19,,杨光林,1985.10-1989.10,16181,男,,贵州榕江,1940.12,1971.01,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县委书记,19,苗族,罗亮权,1996.09-1998.12,3657,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县委书记,19,,杨宏远,2001.07-2007.12,6729,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县委书记,19,,白跃军,2007.12-2014.08,8160,,,,,,,,
522632,贵州省,黔东南苗族侗族自治州,榕江县,县委书记,19,侗族,贺代宏,2014.08-至今,1564,男,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,,王正福,1987.07-1991.11,5010,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,代,梁承祥,1991.07-1992.03,2884,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,侗族,梁承祥,1992.03-1995.07,2884,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,代,唐友祥,1995.03-1996.03,5734,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,,唐友祥,1996.03-1997.11,5734,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,代,耿生茂,1997.11-1998.03,1263,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,侗族,耿生茂,1998.03-2001.09,1263,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,侗族,杨俊,2001.09-2002.03,6768,男,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,,杨俊,2002.03-2006.07,6768,男,侗族,,1963.09,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,,王之政,2006.07-,5016,男,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县长,20,,张广渊,2011.04-至今,16955,男,汉族,,1966.09,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县委书记,19,,王正福,1991.04-1992.12,5010,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县委书记,19,,曹云平,1996.08-2001.03,191,,,,,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县委书记,19,侗族,耿生茂,2001.08-2006.07,1263,,侗族,,1960.07,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县委书记,19,侗族,杨俊,2006.07-2010.07,6768,男,侗族,,1963.09,,,,
522633,贵州省,黔东南苗族侗族自治州,从江县,县委书记,19,,王之政,2010.08-至今,5016,男,,,,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县长,20,,吴育标,2002.01-2006.05,6168,男,苗族,,1963.07,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县长,20,,王润华,2006.04-2006.11,4742,,,,,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县长,20,,王润华,2006.11-2011.11,4742,女,苗族,,1966.03,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县长,20,,袁刚,2011.12-至今,7115,,汉族,,,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县委书记,19,,王秀成,,14991,,,,,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县委书记,19,,沈健,1992.02-1996.02,13723,,,,,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县委书记,19,,龙义权,-2002.11-,12555,,,,,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县委书记,19,,刘太安,2005.12-2006.04,12328,,,,,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县委书记,19,苗族,吴育标,2006.04-2012.06,6168,男,苗族,,1963.07,,,,
522634,贵州省,黔东南苗族侗族自治州,雷山县,县委书记,19,,黄清发,2012.06-至今,10537,男,壮族,,1967.01,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,,左清溪,1949.11-1951.10,5461,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,代,马仁华,1997.12-1998.02,3814,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,,马仁华,1998.02-2000.06,3814,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,代,汤向前,2000.06-2001.03,5701,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,,汤向前,2001.03-2002.04,5701,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,代,龙世勇,2002.05-2003.01,3530,男,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,,龙世勇,2003.01-2006.04,3530,男,苗族,,1963.05,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,,陈晓琼,2006.11-2011.09,8764,,彝族,,1962.09,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,,贺代宏,2011.11-2012.11,1564,男,侗族,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县长,20,,王镇义,2012.12-至今,5008,男,汉族,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县委书记,19,,李玉环,1949.11-,11704,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县委书记,19,侗族,杨云,1993.01-1997.11,16396,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县委书记,19,,马仁华,1999.05-2006.,3814,,,,,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县委书记,19,,龙世勇,2006.04-2012.10,3530,男,苗族,,1963.05,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县委书记,19,侗族,贺代宏,2012.11-2014.08,1564,男,汉族,,1969.02,,,,
522635,贵州省,黔东南苗族侗族自治州,麻江县,县委书记,19,,王镇义,2015.01-至今,5008,男,汉族,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县长,20,,陈泽明,1949.12-,603,,,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县长,20,,王家祥,-2001.07,5986,,,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县长,20,,古鹏,2001.07-2002.02,1287,,,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县长,20,,古鹏,2002.02-2006.07,1287,,汉族,,1962.08,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县长,20,侗族,龙先金,2006.07-2011.10,12552,,,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县长,20,苗族,侯美传,2011.11-至今,1601,男,苗族,,1965.09,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县长,20,,空缺,未知-至今,0,,,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县委书记,19,,陈泽明,1949.12-,603,,,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县委书记,19,苗族,杨正明,1996.08-2001.08,6911,男,苗族,,1953.06,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县委书记,19,,王家祥,2001.07-2006.07,5986,,,,,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县委书记,19,,古鹏,2006.07-2011.10,1287,,汉族,,1962.08,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县委书记,19,,张淼,2011.10-2013.05,7513,男,汉族,,1970.01,,,,
522636,贵州省,黔东南苗族侗族自治州,丹寨县,县委书记,19,苗族,侯美传,2013.05-至今,1601,男,汉族,,1962.01,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市长,6,,罗秉揖,1958-,3627,,,,,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市长,6,,周建琨,1998.03-2001.05,5275,男,汉族,河南叶县,1960.06,1985.12,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市长,6,,胡晓剑,2005.10-2012.02,10377,男,汉族,,1962.07,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市长,6,,刘胜军,2013.02-至今,3337,男,汉族,,,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,张洪俊,-1975,7367,,,,,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,高智广,1975.09-1983.,1238,,,,,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,肖永安,1992.01-1994.06,6310,男,汉族,湖北麻城,1948.01,1973.01,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,蒙启良,1994.05-1999.06,3905,男,,,,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,余学强,1999.06-2001.05,7078,,,,,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,周建琨,2001.05-2006.10,5275,男,汉族,河南叶县,1960.06,1985.12,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,高金林,2006.10-2012.02,1192,,,,,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,刘建民,2012.02-2013.08,3213,男,汉族,,1962.1,,,,
522701,贵州省,黔南布依族苗族自治州,都匀市,市委书记,5,,吴丹,2013.08-至今,6075,男,汉族,,1964,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,李耀,1949.11-1952.02,2742,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,李占稳,1952.03-1952.10,2803,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,贾志刚,1953.04-1955.05,10757,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,陈介昌,1955.05-1958.12,404,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,杨德昌,1961.09-1965.12,6682,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,娄碧富,1965.12-1967.03,3539,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,革委会主任,张殿玉,1967.03-1968.03,7255,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,革委会主任,刁学先,1968.03-1970.01,9164,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,革委会主任,张殿玉,1970.01-1974.11,7255,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,革委会主任,田景云,1977.02-1979.06,5780,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,革委会主任,刘治忠,1979.06-1980.12,3495,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,县长,娄碧富,1980.12-1983.12,3539,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,代,蓝天权,1983.12-1984.08,2199,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,蓝天权,1984.08-1985.08,2199,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,代,李琨,1985.08-1986.03,2491,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,李琨,1986.03-1991.08,2491,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,县长,张宪民,1992.03-1996.03,7677,男,汉族,江西婺源,1954.1,1980.02,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,代,符晓钢,2001.06-2001.08,1126,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,符晓钢,2001.08-2006.01,1126,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,张仕雄,2006.03-2012.06,7596,男,汉族,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,代,刘华龙,2012.06-2012.11,3189,男,汉族,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,,刘华龙,2012.11-2015.05,3189,男,汉族,,1965.01,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市长,6,代,杨华祥,2015.05-至今,16204,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,李耀,1949.11-1950.10,2742,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,第一书记,解彭年,1950.11-1951.02,10908,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,李耀,1952.01-1952.07,2742,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,李占稳,1952.10-1954.12,2803,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,周茂河,1956.06-1958.10,17959,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,陈介昌,1958.11-1958.12,404,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,第一书记,陈介昌,1961.08-1967.03,404,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,革委会核心小组组长,张殿玉,1970.04-1971.04,7255,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,张殿玉,1971.04-1974.11,7255,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,第一书记,杨德昌,1973.05-1977.09,6682,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,田景云,1974.08-1980.12,5780,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,县委书记,刘治忠,1980.12-1983.12,3495,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,县委书记,李汉堂,1983.12-1985.12,11303,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,罗成淮,1988.09-1991.08,3631,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,孟武建,2004.07-2006.01,13101,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,符晓钢,2006.01-2010.08,1126,,,,,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,罗桂荣,2010.07-2012.06,3641,男,布依族,,1963.04,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,张仕雄,2012.06-2015.01,7596,男,汉族,,1963.1,,,,
522702,贵州省,黔南布依族苗族自治州,福泉市,市委书记,5,,黄伟,2015.01-至今,1848,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,高智广,,1238,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,杜介厘,1950.02-1953.01,9302,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,覃家有,1961.08-1965.05,14194,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,吴凯,1967.04-1970.01,18335,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,革委会主任,马继兰,1970.09-1973.04,3772,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,革委会主任,张聚国,1973.04-1978.02,7469,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,吴洪铭,1980.03-1983.12,15360,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,代,蒙院芬,1983.12-1984.11,3906,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,蒙院芬,1984.11-1987.08,3906,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,韦绍忠,1987.08-1991.10,15193,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,代,龙文榜,1991.10-1992.03,3534,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,龙文榜,1992.03-1993.03,3534,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,玉如敏,1993.04-,16730,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,代,潘朝显,2000.11-2001.03,4038,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,潘朝显,2001.03-2005.11,4038,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,代,陈稠彪,2006.01-,272,,,,,,,,
522722,贵州省,黔南布依族苗族自治州,荔波县,县长,20,,陈稠彪,2006.03-2011.01,272,,,,,,,,
